ID;First_pokemon;First_attack;Second_attack;Third_attack;Fouth_attack;Second_pokemon;First_attack.1;Second_attack.1;Third_attack.1;Fouth_attack.1;Winner
576;244;441;290;226;104;177;133;156;280;214;177
577;209;148;148;228;496;465;393;283;104;36;465
578;778;94;334;429;203;760;57;238;55;337;778
579;192;324;473;218;502;721;442;437;237;514;192
580;340;104;445;46;87;110;243;218;130;113;110
581;555;259;73;401;74;443;17;168;18;18;443
582;538;472;129;263;133;82;111;201;411;350;538
583;123;290;132;249;73;434;156;414;104;331;123
584;597;213;237;258;92;627;385;110;453;157;597
585;409;270;280;401;408;56;28;179;89;182;409
586;458;237;173;450;33;301;17;363;218;173;301
587;65;204;82;241;204;644;164;502;304;181;65
588;584;214;315;430;335;319;46;445;269;496;319
589;262;157;277;38;447;210;173;157;341;104;210
590;116;363;445;38;252;492;240;446;33;445;116
591;75;66;371;66;213;480;343;216;274;156;480
592;38;363;64;398;231;302;58;512;16;240;302
593;750;370;421;182;218;656;346;59;56;5;656
594;453;605;275;398;263;174;253;173;535;313;453
595;375;216;104;12;59;509;270;114;291;352;375
596;791;415;162;33;432;203;38;150;36;226;791
597;617;249;241;203;182;266;350;397;34;330;617
598;480;203;182;218;218;541;524;304;421;34;541
599;425;280;38;70;264;750;182;332;128;218;425
600;325;58;451;148;173;276;501;231;235;97;276
601;385;421;417;148;332;157;441;565;419;164;157
602;331;276;457;577;164;648;240;263;73;526;648
603;566;164;608;218;555;34;111;133;467;63;34
604;86;89;216;362;428;502;371;445;203;390;502
605;214;369;195;366;109;435;490;338;469;276;214
606;551;218;416;437;73;778;416;52;566;211;551
607;300;45;365;211;18;354;430;535;412;45;300
608;438;131;253;282;415;630;114;441;562;220;438
609;209;466;81;92;138;397;335;191;352;162;209
610;582;565;218;203;228;666;202;422;113;249;582
611;52;589;474;164;404;780;606;244;109;76;780
612;492;240;210;363;15;417;29;201;156;173;417
613;519;266;241;266;9;581;332;13;413;355;581
614;11;445;214;229;29;771;497;497;473;336;771
615;725;157;108;352;1;340;148;207;435;425;340
616;286;417;214;95;259;313;102;303;214;351;313
617;79;130;125;496;398;633;97;447;619;91;633
618;435;24;182;71;15;83;237;34;117;532;435
619;565;264;67;197;264;55;445;226;237;100;55
620;313;514;214;213;200;754;138;213;92;270;313
621;247;424;424;104;29;685;356;447;523;203;247
622;698;315;182;141;315;215;241;419;503;565;698
623;76;562;402;380;412;567;214;218;561;343;567
624;451;173;572;276;29;21;466;38;197;257;451
625;132;66;501;451;332;473;34;475;129;120;132
626;500;89;213;445;164;215;510;161;161;68;500
627;4;72;117;282;235;13;445;263;115;99;4
628;111;565;263;216;100;188;115;113;283;244;111
629;39;156;182;99;111;519;598;238;269;118;519
630;129;445;34;218;224;303;214;143;207;466;129
631;306;451;277;347;271;39;68;92;240;99;306
632;752;14;15;332;247;595;25;249;117;9;595
633;699;450;34;164;111;458;173;527;182;237;699
634;708;521;156;85;216;456;59;469;479;184;708
635;102;85;432;184;472;304;115;50;363;565;102
636;399;401;329;90;174;239;34;111;115;213;239
637;37;280;102;200;90;13;510;419;70;237;13
638;498;173;129;409;505;282;469;68;243;127;498
639;649;435;87;332;528;489;213;241;107;213;649
640;535;331;253;220;109;189;241;528;247;38;535
641;147;268;128;140;383;189;215;383;171;217;147
642;107;97;164;117;374;32;393;343;496;130;32
643;688;528;30;156;89;350;352;103;290;162;350
644;559;372;156;411;173;540;282;277;240;93;540
645;28;416;366;119;116;44;496;561;33;126;44
646;277;432;565;102;488;168;290;38;213;113;168
647;285;310;304;38;363;328;92;386;210;610;328
648;650;227;405;202;491;652;34;565;78;188;650
649;638;94;138;351;157;393;44;444;352;156;393
650;365;211;263;102;164;233;270;102;279;100;233
651;215;341;502;50;250;290;527;81;527;81;215
652;576;15;231;490;526;231;496;334;51;102;576
653;335;410;214;197;398;333;58;111;156;334;335
654;79;378;29;112;260;392;149;445;129;195;79
655;181;102;214;405;466;41;186;226;565;68;181
656;136;203;223;68;164;546;63;86;200;156;136
657;208;363;412;345;402;685;241;70;430;168;685
658;634;495;369;231;216;480;468;445;565;515;480
659;481;189;496;497;230;690;184;19;92;332;481
660;262;29;416;113;240;47;114;332;445;290;47
661;87;358;513;324;352;59;154;220;180;148;59
662;637;607;237;92;93;695;82;44;104;276;695
663;712;247;599;355;525;74;577;167;445;104;712
664;696;33;251;200;414;274;21;372;182;447;274
665;485;432;324;319;138;101;102;325;171;194;101
666;484;242;474;10;10;661;216;521;277;351;661
667;721;341;447;189;332;631;409;214;220;441;631
668;354;116;46;90;488;257;360;207;173;445;257
669;485;157;149;247;347;605;173;237;76;42;605
670;27;63;241;161;99;798;278;85;496;184;798
671;604;205;474;474;111;131;216;100;148;239;131
672;336;220;278;356;565;532;214;241;182;399;532
673;298;311;133;314;259;179;103;290;17;133;179
674;297;164;92;182;142;394;70;389;157;404;394
675;260;343;174;249;83;358;562;341;92;203;260
676;429;241;477;216;15;475;204;97;247;526;429
677;546;70;304;433;214;416;120;102;69;25;546
678;174;496;14;374;260;224;164;201;70;609;174
679;65;179;261;174;535;173;168;445;174;36;65
680;793;50;63;15;432;247;162;38;46;228;793
681;530;58;241;286;506;437;91;70;261;282;437
682;154;17;115;432;243;650;36;182;282;184;154
683;627;57;479;127;182;150;127;56;290;115;150
684;47;432;290;141;109;334;103;89;8;8;334
685;146;408;330;29;164;660;468;267;421;263;660
686;348;352;237;253;59;105;182;219;565;274;348
687;712;119;329;406;157;575;283;44;518;278;712
688;602;36;277;334;447;728;479;33;442;496;728
689;523;207;581;29;216;461;445;522;219;324;523
690;347;241;227;254;138;526;268;473;76;60;526
691;579;400;98;218;164;373;250;445;426;562;579
692;2;496;275;213;270;214;203;129;333;253;214
693;10;175;229;453;496;596;495;495;287;188;596
694;531;506;420;94;502;762;35;213;491;87;531
695;430;240;610;43;38;516;565;351;33;9;430
696;305;138;381;345;85;400;189;92;363;156;305
697;158;486;164;413;129;258;47;497;216;227;158
698;528;97;84;97;304;38;43;474;263;173;528
699;54;428;283;491;168;600;5;68;179;371;600
700;424;218;610;610;416;728;528;203;189;33;424
701;232;228;479;203;263;333;196;33;475;216;232
702;162;59;218;416;35;114;156;34;189;444;162
703;59;206;92;343;417;118;220;371;182;103;59
704;632;263;218;154;514;742;371;58;270;177;742
705;488;589;502;565;363;708;528;374;113;114;708
706;180;102;214;450;115;690;339;70;542;428;690
707;129;39;182;341;117;423;111;330;503;102;423
708;162;59;55;58;72;439;145;332;263;42;162
709;592;219;282;115;92;267;237;203;218;555;267
710;727;104;496;173;341;219;192;565;138;514;727
711;707;525;326;311;394;764;406;565;406;505;707
712;537;451;304;263;218;525;540;276;29;179;537
713;798;399;244;278;335;672;242;104;374;565;672
714;6;525;187;163;512;47;372;216;212;310;6
715;421;434;46;337;218;225;510;46;246;184;421
716;703;168;237;213;314;732;45;565;369;512;732
717;743;494;206;259;494;248;174;44;341;162;248
718;773;240;278;240;39;454;187;263;87;479;773
719;286;263;423;253;240;680;148;279;240;492;286
720;541;46;232;86;232;302;92;542;38;469;541
721;210;34;164;491;21;686;400;420;237;389;686
722;503;182;15;40;405;62;410;68;92;497;503
723;423;323;419;207;352;734;182;527;182;334;423
724;280;253;490;14;116;524;332;404;1;36;280
725;116;174;411;174;227;681;502;67;25;490;116
726;365;207;206;203;218;680;389;85;174;523;680
727;330;246;249;372;182;664;33;86;86;33;664
728;462;92;93;450;81;463;466;273;283;129;463
729;242;565;479;340;496;325;216;304;203;173;242
730;131;94;419;57;56;340;237;102;173;46;340
731;713;70;214;92;337;794;507;240;92;496;794
732;234;213;168;5;270;667;347;207;50;103;234
733;270;403;507;171;401;772;237;97;9;382;772
734;200;118;258;249;164;393;258;444;428;403;393
735;181;115;8;403;610;351;428;70;497;57;181
736;546;92;200;241;156;350;92;555;46;362;350
737;665;85;268;207;491;39;30;398;216;43;39
738;475;252;290;104;226;402;203;250;207;156;475
739;383;565;104;55;525;722;97;383;336;290;383
740;401;203;416;102;213;580;403;332;19;116;580
741;123;38;104;22;188;609;237;72;203;343;123
742;502;280;231;372;363;123;447;384;282;99;502
743;98;363;141;182;55;537;109;241;109;220;537
744;565;8;496;44;207;716;179;472;272;412;716
745;512;181;280;200;189;100;7;123;194;565;512
746;240;37;276;328;445;93;297;67;115;216;93
747;646;59;333;269;151;468;312;207;205;267;646
748;89;153;521;174;205;470;207;218;104;182;89
749;438;29;514;156;394;284;5;58;419;111;438
750;125;179;401;352;1;31;571;179;111;25;125
751;570;10;213;168;369;222;63;398;192;203;570
752;350;263;164;162;196;512;320;70;237;290;512
753;643;194;416;503;291;42;101;505;477;266;643
754;560;316;87;615;76;316;202;168;214;541;316
755;715;290;403;352;401;343;428;294;374;589;715
756;126;291;43;499;330;622;91;173;92;313;126
757;278;468;129;126;207;184;366;445;365;305;184
758;604;334;342;41;237;130;57;322;196;503;130
759;558;278;457;52;205;573;394;363;310;510;573
760;411;442;29;42;256;220;565;203;174;561;411
761;132;334;351;1;280;181;290;253;318;223;132
762;592;290;324;497;264;748;472;182;236;252;748
763;709;43;335;120;241;260;52;2;562;172;709
764;515;207;431;92;416;598;207;497;56;61;598
765;576;122;122;610;276;530;378;63;433;168;576
766;512;243;333;496;412;205;369;445;445;525;512
767;268;69;523;250;341;458;33;450;450;527;268
768;633;72;369;514;372;113;210;332;610;223;633
769;368;98;269;202;263;101;213;491;241;192;101
770;371;33;384;111;115;61;428;63;363;102;61
771;248;43;203;247;257;339;29;521;148;173;339
772;256;526;182;89;343;30;342;426;402;218;30
773;691;40;156;268;257;593;1;398;197;156;691
774;118;60;247;117;126;349;99;555;514;259;349
775;216;148;103;214;417;30;43;474;441;256;216
776;540;478;467;87;244;545;211;225;200;451;540
777;664;209;209;209;451;13;89;518;323;363;13
778;292;334;450;450;527;52;173;404;447;36;52
779;120;33;58;414;91;256;526;129;29;339;256
780;178;365;182;115;237;456;90;216;116;214;178
781;148;304;184;182;6;343;405;69;366;610;343
782;693;203;173;394;374;68;385;503;104;276;68
783;547;216;278;58;496;719;412;269;129;332;547
784;93;16;92;458;282;738;216;504;218;270;93
785;664;393;74;209;215;398;181;104;182;263;398
786;347;156;335;1;168;589;156;90;341;241;589
787;222;401;164;218;58;568;387;387;86;104;568
788;349;104;99;216;36;425;290;351;587;264;349
789;166;486;523;177;350;559;510;572;76;269;166
790;50;412;321;38;79;306;171;204;196;38;306
791;361;49;70;253;49;716;240;313;218;94;716
792;226;351;315;29;207;509;469;114;114;196;226
793;2;156;235;148;117;594;7;384;343;432;2
794;50;51;270;445;38;134;285;247;93;186;134
795;459;527;81;565;33;111;94;214;263;363;111
796;667;138;477;377;290;96;104;120;72;325;667
797;260;363;270;491;263;215;219;166;156;34;215
798;380;218;241;445;174;694;276;210;283;226;694
799;496;53;316;85;237;485;408;36;278;324;496
800;310;29;104;412;74;153;350;174;263;174;153
801;349;445;56;400;97;663;182;565;549;63;349
802;516;92;92;431;5;130;129;94;277;363;516
803;783;309;184;451;331;681;157;620;290;280;783
804;657;589;164;113;164;355;174;263;267;133;355
805;549;92;258;145;313;100;72;156;203;180;549
806;462;363;81;239;332;690;276;207;365;65;690
807;112;203;148;523;104;465;447;168;313;615;465
808;117;182;280;104;241;370;416;360;102;377;370
809;549;204;145;285;61;54;97;241;93;168;549
810;478;496;168;472;451;593;374;565;68;183;478
811;497;231;8;336;514;280;370;98;10;70;280
812;766;241;521;1;157;591;113;182;512;164;766
813;677;20;282;156;237;17;40;450;40;450;677
814;251;173;270;363;201;259;151;113;164;2;251
815;53;280;404;290;267;494;263;92;270;216;494
816;746;203;470;278;219;494;173;374;218;523;494
817;475;29;253;263;252;723;497;270;492;261;475
818;305;8;168;100;100;238;416;341;207;517;305
819;288;92;173;104;608;524;371;318;401;152;288
820;751;228;203;290;63;45;1;526;99;47;751
821;291;219;355;432;129;470;565;263;156;34;291
822;154;164;355;128;48;325;447;321;274;528;154
823;638;351;265;536;451;359;347;244;168;37;638
824;604;334;111;560;522;233;523;374;514;332;233
825;19;216;115;589;371;369;386;522;401;589;19
826;526;387;492;428;351;203;204;337;111;567;526
827;129;164;60;166;104;695;428;92;213;259;129
828;215;50;525;161;439;719;76;76;526;235;719
829;518;231;98;43;43;118;123;399;164;371;518
830;127;499;99;237;172;287;241;29;156;182;127
831;559;398;157;126;237;214;138;506;16;416;214
832;762;173;532;188;51;86;352;505;510;117;762
833;557;259;499;241;73;501;242;290;523;237;557
834;282;290;38;44;189;605;103;218;218;182;282
835;307;278;496;567;216;149;94;164;492;502;307
836;425;210;263;205;91;390;118;174;168;240;425
837;612;414;188;189;424;731;413;369;496;97;731
838;387;148;207;94;34;311;313;364;416;395;311
839;143;102;497;62;324;116;29;168;253;184;116
840;340;184;218;207;207;268;240;352;117;214;340
841;14;33;81;81;33;162;434;92;311;445;162
842;570;86;129;154;129;492;34;434;184;263;570
843;549;94;61;61;127;127;150;216;92;350;549
844;484;70;218;184;565;212;433;104;231;156;212
845;524;226;201;444;351;222;500;92;111;263;524
846;400;445;104;231;240;151;56;503;214;203;151
847;375;68;203;57;214;255;166;166;166;166;255
848;738;113;204;502;129;176;98;168;240;98;738
849;116;283;184;410;264;490;189;448;203;104;490
850;2;447;282;20;173;394;87;386;363;332;394
851;369;290;482;371;523;505;399;64;514;249;505
852;283;70;243;237;359;254;416;263;189;351;254
853;545;196;525;371;412;241;247;29;334;246;545
854;49;20;235;321;74;268;164;67;241;216;268
855;522;215;402;63;33;177;97;98;58;253;522
856;699;290;318;81;369;225;102;112;20;406;225
857;160;38;85;21;216;398;207;153;148;43;398
858;579;332;97;98;207;691;213;314;140;16;691
859;337;136;67;416;240;494;239;414;36;15;494
860;465;44;341;363;441;536;86;554;451;85;465
861;768;241;335;204;157;738;597;597;402;571;768
862;541;231;434;414;59;233;197;523;67;218;541
863;462;33;213;466;314;259;266;363;197;94;259
864;569;263;332;290;218;796;290;430;385;275;569
865;145;383;164;263;175;148;488;6;204;214;148
866;306;63;45;204;571;290;450;527;450;106;306
867;581;16;499;497;92;549;58;114;346;114;549
868;81;156;213;90;173;70;8;231;244;94;81
869;179;403;428;274;355;517;371;63;78;235;179
870;147;97;104;214;304;629;246;211;332;129;147
871;274;490;34;239;437;302;445;503;213;258;274
872;621;5;526;337;182;271;403;263;466;257;271
873;669;148;433;340;517;318;265;569;126;164;318
874;533;451;218;521;324;754;497;156;277;263;533
875;487;174;290;565;214;527;94;370;92;7;527
876;385;5;241;472;213;160;239;104;207;113;160
877;49;182;71;345;321;636;214;473;352;244;636
878;793;244;15;182;34;372;129;270;337;250;793
879;93;14;355;161;98;477;369;24;150;218;477
880;572;403;267;157;447;353;436;216;565;116;572
881;422;246;104;203;416;132;117;174;5;117;132
882;296;214;63;58;223;599;240;276;279;182;296
883;771;174;28;290;207;323;217;187;496;293;771
884;385;15;7;163;87;323;258;240;104;182;385
885;523;445;36;356;116;519;203;223;394;168;519
886;390;70;279;433;212;747;216;272;433;389;747
887;698;261;218;257;290;98;420;196;128;104;698
888;472;310;39;247;213;295;378;280;213;235;472
889;667;428;244;351;94;797;473;270;157;290;797
890;643;104;139;291;314;620;249;591;332;249;643
891;450;231;528;33;572;700;606;206;335;602;700
892;583;156;527;324;434;450;207;528;86;148;583
893;247;117;304;363;269;7;526;526;174;111;7
894;614;191;36;541;157;638;371;433;92;204;614
895;15;106;527;334;106;182;180;450;94;154;182
896;624;404;496;174;417;68;130;173;414;168;68
897;281;59;164;243;276;716;569;416;512;369;716
898;167;526;497;104;263;761;173;216;173;180;167
899;157;363;143;164;597;141;46;240;44;333;157
900;175;496;453;231;363;697;416;496;240;53;697
901;791;18;366;13;565;85;182;214;70;182;85
902;54;29;99;474;445;214;432;143;365;101;214
903;50;491;51;565;15;406;268;97;392;531;50
904;585;444;207;446;153;463;405;189;151;230;585
905;675;242;362;204;372;343;173;318;466;207;343
906;369;565;218;179;103;392;263;363;502;477;392
907;30;234;63;525;92;198;92;204;438;483;30
908;406;55;36;571;568;403;38;334;59;196;403
909;627;385;316;504;67;173;214;59;453;335;173
910;671;94;271;412;126;395;68;68;204;227;671
911;359;273;70;278;8;657;521;589;324;393;657
912;117;87;498;216;122;707;326;83;406;406;707
913;654;148;196;40;127;164;231;129;162;248;654
914;86;33;285;523;207;377;219;38;263;104;86
915;699;405;219;203;257;454;276;372;218;510;699
916;440;218;445;61;110;615;565;281;7;91;615
917;406;565;283;359;156;542;271;104;352;416;542
918;604;390;182;41;36;142;270;174;213;363;142
919;231;35;350;214;227;209;522;247;253;565;209
920;441;1;55;445;237;337;416;213;374;263;337
921;116;4;89;410;116;790;240;556;38;229;116
922;305;324;270;363;473;752;179;332;213;403;752
923;40;497;58;401;90;226;87;25;179;188;40
924;514;572;486;435;334;602;226;450;565;156;514
925;629;565;207;182;257;74;276;398;358;34;629
926;217;237;237;237;237;628;246;15;457;243;628
927;261;217;484;86;38;24;182;241;92;363;24
928;613;399;201;525;218;189;50;29;304;240;613
929;597;620;497;237;253;386;173;259;310;203;597
930;555;212;38;235;591;682;322;269;244;432;682
931;165;249;277;214;324;515;15;8;400;401;165
932;766;57;148;189;76;395;243;133;68;243;766
933;493;178;104;444;510;378;241;164;112;363;493
934;339;240;283;263;290;460;437;218;93;203;339
935;47;188;29;207;565;711;277;34;173;581;711
936;619;468;332;191;214;451;33;276;86;173;451
937;105;241;385;485;34;599;444;5;117;91;599
938;692;201;119;366;510;126;216;13;237;36;692
939;74;157;118;164;89;693;168;254;562;7;693
940;45;227;285;186;172;315;164;206;405;10;315
941;596;92;57;497;48;770;104;45;86;45;596
942;595;116;329;3;9;392;247;240;247;129;392
943;102;240;130;188;29;54;156;188;117;263;102
944;742;428;514;412;57;666;565;369;512;280;742
945;343;610;109;203;247;407;510;477;37;200;343
946;438;154;116;214;490;604;290;207;188;390;438
947;111;246;148;104;500;294;253;345;311;428;111
948;468;345;361;559;311;342;521;447;164;231;342
949;528;259;7;477;477;794;468;601;216;606;794
950;513;445;419;173;168;461;402;290;173;416;513
951;424;341;264;554;270;604;111;254;390;290;424
952;383;159;287;150;311;536;609;168;270;84;536
953;56;164;90;152;173;795;207;114;203;91;795
954;292;527;527;450;106;246;249;394;18;210;246
955;593;469;269;15;269;332;261;523;421;319;332
956;352;58;29;484;102;697;295;29;156;253;697
957;520;143;477;365;150;184;197;268;143;156;184
958;504;490;340;96;263;426;210;242;337;419;426
